,bin,date,plot,numb.stalks,max.inflo.height.mm,site,basal.area.cm2,
1,BFXS1,6/18/2019,30713,1,430,Big Fill,0.5045,koemac
2,BFXS2,6/18/2019,30713,1,740,Big Fill,0.5318,koemac
3,BFXS3,6/18/2019,30713,0,0,Big Fill,0.4615,koemac
4,BFXS4,7/2/2020,30713,1,520,Big Fill,2.61,koemac
5,BFXS5,7/2/2020,30713,1,273,Big Fill,1.25,koemac
6,BFS1,6/18/2019,30713,0,0,Big Fill,2.1408,koemac
7,BFS2,6/18/2019,30713,1,630,Big Fill,0.6266,koemac
8,BFS3,6/18/2019,30713,1,623,Big Fill,1.7519,koemac
9,BFS4,6/18/2019,30713,1,560,Big Fill,0.9276,koemac
10,BFS5,7/2/2020,30713,5,530,Big Fill,5.88,koemac
11,BFS6,7/2/2020,30713,0,0,Big Fill,5.19,koemac
12,BFS7,7/2/2020,30713,2,310,Big Fill,3.46,koemac
13,BFS8,7/2/2020,30713,2,375,Big Fill,3.57,koemac
14,BFS9,7/2/2020,30713,1,378,Big Fill,5.67,koemac
16,BFM1,7/2/2020,30713,0,0,Big Fill,15.72,koemac
17,BFM2,7/2/2020,30713,1,400,Big Fill,11.09,koemac
18,BFM3,7/2/2020,30713,6,402,Big Fill,9.19,koemac
19,BFM4,7/2/2020,30713,1,476,Big Fill,9.57,koemac
20,BFM5,7/2/2020,30713,6,419,Big Fill,9.42,koemac
21,BFM6,7/2/2020,30713,1,425,Big Fill,7.82,koemac
22,BFM7,7/2/2020,30713,0,0,Big Fill,7.03,koemac
23,BFM8,7/2/2020,30713,0,0,Big Fill,11.31,koemac
24,BFM9,7/2/2020,30713,0,0,Big Fill,11.69,koemac
25,BFM10,7/2/2020,30713,1,404,Big Fill,8,koemac
26,BFL1,6/18/2019,30713,2,600,Big Fill,5.529,koemac
28,BFL3,7/2/2020,30713,5,412,Big Fill,14.13,koemac
29,BFL4,7/2/2020,30713,3,662,Big Fill,17.38,koemac
30,BFL5,7/2/2020,30713,2,664,Big Fill,22.5,koemac
31,BFL6,7/2/2020,30713,5,639,Big Fill,24.86,koemac
32,BFL7,7/2/2020,30713,5,624,Big Fill,20.87,koemac
41,BSXS1,7/6/2020,30744,1,665,Black Springs,1.69,koemac
42,BSXS2,7/6/2020,30744,0,0,Black Springs,1.31,koemac
43,BSXS3,7/6/2020,30744,0,0,Black Springs,1.8,koemac
44,BSXS4,7/6/2020,26348,0,0,Black Springs,0.87,koemac
45,BSXS5,7/6/2020,26348,0,0,Black Springs,0.78,koemac
46,BSS1,7/26/2019,30748,1,557,Black Springs,1.296511,koemac
47,BSS2,7/26/2019,30748,1,490,Black Springs,1.342153,koemac
48,BSS3,7/6/2020,30744,1,637,Black Springs,3.04,koemac
49,BSS4,7/6/2020,30744,0,0,Black Springs,5.47,koemac
50,BSS5,7/6/2020,26348,1,393,Black Springs,5.18,koemac
51,BSS6,7/6/2020,26348,2,359,Black Springs,4.81,koemac
52,BSS7,7/6/2020,26348,1,361,Black Springs,4.01,koemac
53,BSS8,7/6/2020,26348,1,316,Black Springs,7.84,koemac
54,BSS9,7/6/2020,26348,1,307,Black Springs,2.67,koemac
55,BSS10,7/6/2020,26348,0,0,Black Springs,3.98,koemac
56,BSM1,7/26/2019,30748,2,662,Black Springs,5.336285,koemac
57,BSM2,7/26/2019,30748,1,256,Black Springs,3.015527,koemac
58,BSM3,8/9/2019,30748,1,95,Black Springs,3.687556,koemac
59,BSM4,8/9/2019,30748,1,102,Black Springs,3.556305,koemac
60,BSM5,7/6/2020,30744,2,615,Black Springs,11.23,koemac
61,BSM6,7/6/2020,30744,0,0,Black Springs,9.48,koemac
62,BSM7,7/6/2020,30744,1,300,Black Springs,12.98,koemac
63,BSM8,7/6/2020,26348,1,525,Black Springs,8.38,koemac
64,BSM9,7/6/2020,26348,1,446,Black Springs,8.53,koemac
65,BSM10,7/6/2020,26348,3,314,Black Springs,17,koemac
66,BSL1,8/9/2019,30748,1,637,Black Springs,6.111084,koemac
67,BSL2,7/6/2020,30744,1,420,Black Springs,18.07,koemac
68,BSL3,7/6/2020,30744,0,0,Black Springs,15.63,koemac
69,BSL4,7/6/2020,30744,1,505,Black Springs,17.32,koemac
70,BSL5,7/6/2020,26348,1,523,Black Springs,21.47,koemac
71,BSL6,7/6/2020,26348,3,392,Black Springs,20.94,koemac
72,BSL7,7/6/2020,26348,2,483,Black Springs,41.03,koemac
73,BSL8,7/6/2020,26348,1,379,Black Springs,26.4,koemac
74,BSL9,7/6/2020,26348,4,580,Black Springs,49.99,koemac
75,BSL10,7/6/2020,26348,3,580,Black Springs,41.93,koemac
76,BSXL1,8/9/2019,30748,3,153,Black Springs,44.80747,koemac
77,BSXL2,8/9/2019,30748,7,127,Black Springs,35.41812,koemac
78,BSXL3,8/9/2019,26348,60,134,Black Springs,218.6831,koemac
79,BSXL4,7/26/2019,30748,3,635,Black Springs,11.91848,koemac
80,BSXL5,8/9/2019,30748,21,105,Black Springs,123.2643,koemac
86,FPXS1,7/22/2019,30732,1,377,Fry Park,0,koemac
87,FPXS2,7/22/2019,30732,1,276,Fry Park,0,koemac
88,FPXS3,7/22/2019,30732,1,235,Fry Park,0,koemac
89,FPXS4,7/13/2020,30739,2,232,Fry Park,2.68,koemac
90,FPXS5,7/13/2020,30739,1,271,Fry Park,7.36,koemac
91,FPS1,8/16/2019,30740,1,261,Fry Park,1.470819,koemac
92,FPS2,8/16/2019,30740,1,160,Fry Park,1.131437,koemac
93,FPS3,8/16/2019,30740,1,340,Fry Park,1.624271,koemac
94,FPS4,8/16/2019,30740,1,250,Fry Park,1.560649,koemac
95,FPS5,8/16/2019,30740,2,393,Fry Park,1.127339,koemac
96,FPS6,8/16/2019,30740,1,313,Fry Park,2.482571,koemac
97,FPS7,8/16/2019,30740,1,440,Fry Park,2.434121,koemac
98,FPS8,7/13/2020,30737,2,254,Fry Park,6.18,koemac
99,FPS9,7/13/2020,30737,1,194,Fry Park,4.78,koemac
100,FPS10,7/13/2020,30737,3,233,Fry Park,12.82,koemac
101,FPM1,7/22/2019,30732,1,190,Fry Park,3.417719,koemac
102,FPM2,8/16/2019,30740,3,124,Fry Park,3.571742,koemac
103,FPM3,8/16/2019,30740,1,172,Fry Park,4.427651,koemac
104,FPM4,8/16/2019,30740,1,365,Fry Park,3.736939,koemac
105,FPM5,8/16/2019,30740,1,230,Fry Park,3.201795,koemac
106,FPM6,8/16/2019,30740,2,362,Fry Park,3.644773,koemac
111,FPL1,8/16/2019,30740,1,188,Fry Park,5.803854,koemac
112,FPL2,8/16/2019,30740,1,243,Fry Park,5.505899,koemac
113,FPL3,8/16/2019,30740,3,376,Fry Park,7.353832,koemac
114,FPL4,8/16/2019,30740,1,370,Fry Park,5.073639,koemac
115,FPL5,8/16/2019,30740,1,330,Fry Park,7.135719,koemac
116,FPL6,8/16/2019,30740,1,225,Fry Park,8.307685,koemac
117,FPL7,8/16/2019,30740,1,262,Fry Park,7.597454,koemac
118,FPL8,8/16/2019,30740,2,203,Fry Park,7.173924,koemac
119,FPL9,8/16/2019,30740,1,325,Fry Park,6.490128,koemac
120,FPL10,8/16/2019,30740,2,366,Fry Park,6.759973,koemac
121,FPXL1,7/22/2019,30732,5,325,Fry Park,35.95258,koemac
122,FPXL2,8/23/2019,30740,8,300,Fry Park,18.82796,koemac
123,FPXL3,8/23/2019,30740,11,442,Fry Park,27.40384,koemac
124,FPXL4,8/23/2019,30740,13,382,Fry Park,39.842,koemac
125,FPXL5,8/16/2019,30740,4,320,Fry Park,14.41848,koemac
131,RTS1,7/17/2019,30704,0,0,Reese Tank,1.319042,koemac
132,RTS2,7/30/2019,30704,1,382,Reese Tank,0.63727,koemac
151,RTL1,7/30/2019,30704,2,339,Reese Tank,5.045658,koemac
161,RTXL1,7/17/2019,30704,2,350,Reese Tank,36.74483,koemac
162,RTXL2,7/30/2019,30704,8,584,Reese Tank,32.78465,koemac
163,RTXL3,7/17/2019,30704,3,564,Reese Tank,9.781452,koemac
164,RTXL4,7/17/2019,30704,3,685,Reese Tank,27.47444,koemac
165,RTXL5,7/17/2019,30704,4,554,Reese Tank,26.85185,koemac
171,RLS1,8/9/2019,30725,1,98,Rogers Lake,0.705553,koemac
172,RLS2,8/9/2019,30725,2,80,Rogers Lake,2.442662,koemac
173,RLS3,8/9/2019,30725,1,66,Rogers Lake,0.748791,koemac
174,RLS4,8/9/2019,30725,1,141,Rogers Lake,2.627394,koemac
181,RLM1,8/9/2019,30725,4,176,Rogers Lake,4.190055,koemac
182,RLM2,8/9/2019,30725,2,211,Rogers Lake,4.935817,koemac
201,RLXL1,8/9/2019,30725,4,290,Rogers Lake,28.25943,koemac
202,RLXL2,8/9/2019,30725,6,162,Rogers Lake,12.82993,koemac
