plot,numb.stalks,max.inflo.height.mm,site,basal.area.cm2,species,seeds_per_glume
30720,3,174,Big Fill,9.75,BOUGRA,1
30720,4,338,Big Fill,13.97,BOUGRA,1
30720,1,194,Big Fill,11.94,BOUGRA,1
30720,1,203,Big Fill,6.29,BOUGRA,1
30720,1,171,Big Fill,6.13,BOUGRA,1
30720,1,212,Big Fill,27.38,BOUGRA,1
30720,1,255,Big Fill,31.57,BOUGRA,1
30720,3,245,Big Fill,20.76,BOUGRA,1
30720,3,319,Big Fill,34.88,BOUGRA,1
30720,2,126,Big Fill,16.88,BOUGRA,1
30720,0,0,Big Fill,18.87,BOUGRA,1
30720,4,241,Big Fill,27.63,BOUGRA,1
30720,4,266,Big Fill,18.48,BOUGRA,1
30720,1,411,Big Fill,14.16,BOUGRA,1
30720,1,308,Big Fill,36.98,BOUGRA,1
30720,1,165,Big Fill,88.94,BOUGRA,1
30720,6,273,Big Fill,50.71,BOUGRA,1
30720,1,226,Big Fill,48.89,BOUGRA,1
30720,2,232,Big Fill,45.57,BOUGRA,1
30712,1,200,Big Fill,40.11,BOUGRA,1
30712,4,352,Big Fill,43.78,BOUGRA,1
30712,3,273,Big Fill,53.41,BOUGRA,1
200418,4,351,Big Fill,47.19,BOUGRA,1
200418,7,406,Big Fill,38.85,BOUGRA,1
200418,14,351,Big Fill,46.08,BOUGRA,1
30720,9,376,Big Fill,132.83,BOUGRA,1
30720,19,300,Big Fill,84.72,BOUGRA,1
30712,30,365,Big Fill,85.71,BOUGRA,1
30712,12,371,Big Fill,80.8,BOUGRA,1
30712,9,290,Big Fill,78.44,BOUGRA,1
30712,7,241,Big Fill,89.55,BOUGRA,1
30712,8,237,Big Fill,97.69,BOUGRA,1
30712,11,379,Big Fill,81.92,BOUGRA,1
200418,7,315,Big Fill,83.43,BOUGRA,1
200418,3,284,Big Fill,96.51,BOUGRA,1
22244,1,366,FVEFS2,0.84202,BROCIL,6
22244,1,523,FVEFS2,1.579146,BROCIL,6
22244,1,572,FVEFS2,0.94007,BROCIL,6
22244,1,379,FVEFS2,1.03202,BROCIL,6
22244,1,415,FVEFS2,1.505185,BROCIL,6
22156,2,488,FVEFS2,2.538766,BROCIL,6
22156,0,0,FVEFS2,4.045235,BROCIL,6
22244,1,572,FVEFS2,2.75103,BROCIL,6
22244,1,305,FVEFS2,5.140989,BROCIL,6
22244,1,504,FVEFS2,9.091579,BROCIL,6
22244,2,415,FVEFS2,4.854908,BROCIL,6
22244,2,352,FVEFS2,2.978993,BROCIL,6
22244,1,380,FVEFS2,3.957801,BROCIL,6
22244,1,401,FVEFS2,3.921922,BROCIL,6
22244,1,483,FVEFS2,2.146616,BROCIL,6
22244,2,492,FVEFS2,11.65251,BROCIL,6
22244,1,396,FVEFS2,9.984359,BROCIL,6
22244,4,395,FVEFS2,12.06076,BROCIL,6
22244,2,562,FVEFS2,11.2204,BROCIL,6
22244,2,470,FVEFS2,14.03476,BROCIL,6
22244,1,455,FVEFS2,12.52136,BROCIL,6
22244,1,321,FVEFS2,18.55941,BROCIL,6
30702,2,456,RT,2.475878,BROCIL,6
30702,2,415,RT,3.808614,BROCIL,6
30702,1,565,RT,1.230083,BROCIL,6
30702,2,510,RT,2.075056,BROCIL,6
30702,1,230,RT,0.688171,BROCIL,6
30702,3,527,RT,6.329747,BROCIL,6
30702,2,365,RT,13.19642,BROCIL,6
30702,2,743,RT,6.617079,BROCIL,6
30702,2,530,RT,15.60076,BROCIL,6
30702,5,703,RT,11.20586,BROCIL,6
30702,7,834,RT,32.11069,BROCIL,6
16,3,83,Big Fill,2.36,CARGEO,3
16,0,0,Big Fill,1.77,CARGEO,3
16,2,30,Big Fill,4.21,CARGEO,3
16,0,0,Big Fill,1.53,CARGEO,3
16,2,42,Big Fill,5.9,CARGEO,3
16,10,20,Big Fill,8.45,CARGEO,3
16,1,36,Big Fill,7.75,CARGEO,3
30719,0,0,Big Fill,3.43,CARGEO,3
30719,0,0,Big Fill,6.89,CARGEO,3
16,4,48,Big Fill,35.55,CARGEO,3
16,0,0,Big Fill,23.91,CARGEO,3
16,0,0,Big Fill,15.8,CARGEO,3
16,0,0,Big Fill,9.01,CARGEO,3
16,6,32,Big Fill,96.61,CARGEO,3
16,5,47,Big Fill,55.7,CARGEO,3
16,4,60,Big Fill,24.07,CARGEO,3
30719,5,39,Big Fill,44.39,CARGEO,3
16,7,27,Big Fill,181.57,CARGEO,3
30741,0,0,Black Springs,1.59,CARGEO,3
30741,2,88,Black Springs,2.59,CARGEO,3
2004-46,4,39,Black Springs,4.14,CARGEO,3
30744,3,65,Black Springs,2.32,CARGEO,3
30744,1,91,Black Springs,2.19,CARGEO,3
2004-46,15,51,Black Springs,25.61018,CARGEO,3
2004-46,14,41,Black Springs,47.39329,CARGEO,3
30741,5,50,Black Springs,7.21,CARGEO,3
30743,0,0,Black Springs,8.21,CARGEO,3
30743,0,0,Black Springs,6.9,CARGEO,3
2004-46,2,28,Black Springs,5.44,CARGEO,3
2004-46,1,21,Black Springs,10.16,CARGEO,3
30744,5,78,Black Springs,17.37,CARGEO,3
30744,4,62,Black Springs,7.4,CARGEO,3
30744,0,0,Black Springs,4.95,CARGEO,3
2004-46,22,92,Black Springs,96.47405,CARGEO,3
2004-46,9,71,Black Springs,33.56842,CARGEO,3
30741,4,80,Black Springs,24.18,CARGEO,3
30743,0,0,Black Springs,23.25,CARGEO,3
30743,1,12,Black Springs,26.44,CARGEO,3
30743,7,61,Black Springs,12.83,CARGEO,3
30743,6,95,Black Springs,15.92,CARGEO,3
30743,0,0,Black Springs,12.42,CARGEO,3
30745,1,27,Black Springs,10.27,CARGEO,3
30745,4,42,Black Springs,12.67,CARGEO,3
2004-46,10,63,Black Springs,105.1538,CARGEO,3
30745,8,33,Black Springs,40.64,CARGEO,3
30745,0,0,Black Springs,37.75,CARGEO,3
30745,1,50,Black Springs,8.48,CARGEO,3
30747,4,26,Black Springs,15.33,CARGEO,3
30747,0,0,Black Springs,19.93,CARGEO,3
30743,0,0,Black Springs,19.51,CARGEO,3
30743,0,0,Black Springs,20.02,CARGEO,3
30743,7,60,Black Springs,23.39,CARGEO,3
30747,0,0,Black Springs,32.85,CARGEO,3
30741,35,123,Black Springs,165.13,CARGEO,3
30743,18,63,Black Springs,67.97,CARGEO,3
30743,14,59,Black Springs,130.24,CARGEO,3
30747,0,0,Black Springs,58.81,CARGEO,3
30748,12,43,Black Springs,95.47,CARGEO,3
30737,1,21,Fry Park,1.1,CARGEO,3
30734,2,35,Fry Park,0.93,CARGEO,3
30734,1,30,Fry Park,0.62,CARGEO,3
30735,11,97,Fry Park,16.57865,CARGEO,3
30734,3,31,Fry Park,3.21,CARGEO,3
30734,1,32,Fry Park,1.79,CARGEO,3
30734,2,44,Fry Park,1.26,CARGEO,3
30734,0,0,Fry Park,1.27,CARGEO,3
30734,2,12,Fry Park,7.69,CARGEO,3
30735,0,0,Fry Park,5.68,CARGEO,3
30737,2,35,Fry Park,5.44,CARGEO,3
30736,0,0,Fry Park,12,CARGEO,3
30736,2,20,Fry Park,7.9,CARGEO,3
30735,15,65,Fry Park,97.85756,CARGEO,3
30735,19,70,Fry Park,35.08387,CARGEO,3
30735,17,66,Fry Park,34.7209,CARGEO,3
30734,6,56,Fry Park,31.28,CARGEO,3
30733,8,48,Fry Park,15.88,CARGEO,3
30734,6,60,Fry Park,6.8,CARGEO,3
30734,2,20,Fry Park,12.25,CARGEO,3
30737,7,53,Fry Park,9.96,CARGEO,3
30734,2,37,Fry Park,21.14,CARGEO,3
30734,1,19,Fry Park,13.97,CARGEO,3
30735,27,45,Fry Park,170.4462,CARGEO,3
30734,8,18,Fry Park,32.76,CARGEO,3
30734,7,45,Fry Park,35.21,CARGEO,3
30734,9,43,Fry Park,46.07,CARGEO,3
30735,0,0,Fry Park,36.75,CARGEO,3
30737,18,47,Fry Park,41.5,CARGEO,3
30737,2,34,Fry Park,21.07,CARGEO,3
30736,4,31,Fry Park,36.86,CARGEO,3
30736,16,53,Fry Park,34.94,CARGEO,3
30736,2,34,Fry Park,26.13,CARGEO,3
30735,0,0,Fry Park,60.83,CARGEO,3
30735,1,35,Fry Park,81.33,CARGEO,3
30735,24,80,Fry Park,124.3,CARGEO,3
30735,23,78,Fry Park,187.69,CARGEO,3
30736,3,38,Fry Park,80.94,CARGEO,3
21114,0,0,Fort Valley,0.82,CARGEO,3
21114,1,34,Fort Valley,1.33,CARGEO,3
21174,0,0,Fort Valley,1.39,CARGEO,3
21269,0,0,Fort Valley,2.38,CARGEO,3
21269,2,23,Fort Valley,2.02,CARGEO,3
21114,2,30,Fort Valley,9.28,CARGEO,3
21114,0,0,Fort Valley,7.07,CARGEO,3
21114,4,41,Fort Valley,12.55,CARGEO,3
21114,0,0,Fort Valley,6.23,CARGEO,3
21174,0,0,Fort Valley,4.94,CARGEO,3
21174,1,34,Fort Valley,4.21,CARGEO,3
21174,0,0,Fort Valley,5.67,CARGEO,3
21269,4,26,Fort Valley,4.2,CARGEO,3
21269,4,17,Fort Valley,3.42,CARGEO,3
21269,5,46,Fort Valley,8.2,CARGEO,3
21114,1,32,Fort Valley,11.18,CARGEO,3
21114,5,37,Fort Valley,10.16,CARGEO,3
21114,0,0,Fort Valley,15.1,CARGEO,3
21174,2,22,Fort Valley,19.88,CARGEO,3
21174,0,0,Fort Valley,10.33,CARGEO,3
21174,0,0,Fort Valley,19.13,CARGEO,3
21269,5,79,Fort Valley,18.27,CARGEO,3
21269,2,43,Fort Valley,23.97,CARGEO,3
21262,3,34,Fort Valley,14,CARGEO,3
21262,2,29,Fort Valley,8.22,CARGEO,3
21114,1,30,Fort Valley,28.92,CARGEO,3
21114,14,33,Fort Valley,22.98,CARGEO,3
21174,0,0,Fort Valley,23.49,CARGEO,3
21174,2,37,Fort Valley,21.67,CARGEO,3
21269,2,55,Fort Valley,26.26,CARGEO,3
21269,3,38,Fort Valley,29.03,CARGEO,3
21269,2,34,Fort Valley,32.74,CARGEO,3
21269,7,36,Fort Valley,20.85,CARGEO,3
21262,4,38,Fort Valley,30.03,CARGEO,3
21262,8,44,Fort Valley,28.03,CARGEO,3
21114,1,27,Fort Valley,40.08,CARGEO,3
21114,15,51,Fort Valley,76.77,CARGEO,3
21174,4,42,Fort Valley,43.22,CARGEO,3
21269,15,48,Fort Valley,96.78,CARGEO,3
21262,37,42,Fort Valley,119.67,CARGEO,3
22156,1,19,Fort Valley,0.87,CARGEO,3
22156,1,23,Fort Valley,0.68,CARGEO,3
22156,1,24,Fort Valley,0.99,CARGEO,3
22156,1,17,Fort Valley,1.1,CARGEO,3
22156,0,0,Fort Valley,0.52,CARGEO,3
22156,5,24,Fort Valley,21.68486,CARGEO,3
22156,15,33,Fort Valley,26.95286,CARGEO,3
22156,10,27,Fort Valley,31.96442,CARGEO,3
22156,10,44,Fort Valley,5.01,CARGEO,3
22156,6,30,Fort Valley,6.62,CARGEO,3
22156,3,40,Fort Valley,4.88,CARGEO,3
22156,1,20,Fort Valley,3.78,CARGEO,3
22156,0,0,Fort Valley,4.31,CARGEO,3
22156,3,51,Fort Valley,6.25,CARGEO,3
22156,5,35,Fort Valley,4.69,CARGEO,3
22156,11,60,Fort Valley,35.07649,CARGEO,3
22156,0,0,Fort Valley,11.11,CARGEO,3
22156,0,0,Fort Valley,9.82,CARGEO,3
22156,6,32,Fort Valley,22.75,CARGEO,3
22156,7,30,Fort Valley,16.25,CARGEO,3
22126,0,0,Fort Valley,11.45,CARGEO,3
22126,2,21,Fort Valley,15.43,CARGEO,3
22126,3,33,Fort Valley,16.07,CARGEO,3
22244,0,0,Fort Valley,7.63,CARGEO,3
22244,5,30,Fort Valley,13.58,CARGEO,3
22156,18,60,Fort Valley,60.32234,CARGEO,3
22126,9,28,Fort Valley,32.39,CARGEO,3
22126,0,0,Fort Valley,26.61,CARGEO,3
22126,7,21,Fort Valley,27.09,CARGEO,3
22126,2,15,Fort Valley,19.22,CARGEO,3
22126,10,38,Fort Valley,27.73,CARGEO,3
22156,0,0,Fort Valley,19.99,CARGEO,3
22156,0,0,Fort Valley,24.93,CARGEO,3
22241,3,32,Fort Valley,27.16,CARGEO,3
22241,2,43,Fort Valley,31.79,CARGEO,3
22126,5,28,Fort Valley,49.77,CARGEO,3
22126,13,39,Fort Valley,89.3,CARGEO,3
22156,1,26,Fort Valley,107.58,CARGEO,3
22156,12,51,Fort Valley,158.37,CARGEO,3
22241,4,30,Fort Valley,60.47,CARGEO,3
23155,2,10,Fort Valley,1.48,CARGEO,3
23155,0,0,Fort Valley,0.52,CARGEO,3
23155,1,27,Fort Valley,3.15,CARGEO,3
23159,0,0,Fort Valley,1.63,CARGEO,3
23159,2,14,Fort Valley,4.92,CARGEO,3
23155,3,36,Fort Valley,5.82,CARGEO,3
23155,0,0,Fort Valley,7.98,CARGEO,3
23155,0,0,Fort Valley,8.9,CARGEO,3
23155,0,0,Fort Valley,4.69,CARGEO,3
23155,0,0,Fort Valley,8.25,CARGEO,3
23159,0,0,Fort Valley,8.49,CARGEO,3
23159,0,0,Fort Valley,7.16,CARGEO,3
23159,2,33,Fort Valley,14.82,CARGEO,3
23159,0,0,Fort Valley,5.73,CARGEO,3
23159,0,0,Fort Valley,6.21,CARGEO,3
23155,0,0,Fort Valley,14.32,CARGEO,3
23155,4,27,Fort Valley,16.11,CARGEO,3
23155,0,0,Fort Valley,20.32,CARGEO,3
23155,0,0,Fort Valley,19.34,CARGEO,3
23155,0,0,Fort Valley,10.55,CARGEO,3
23159,0,0,Fort Valley,15.88,CARGEO,3
23159,4,21,Fort Valley,23.51,CARGEO,3
23159,8,57,Fort Valley,15.26,CARGEO,3
23159,1,19,Fort Valley,14.88,CARGEO,3
23159,0,0,Fort Valley,17.38,CARGEO,3
23155,15,27,Fort Valley,37.71,CARGEO,3
23155,3,22,Fort Valley,22.74,CARGEO,3
23155,2,28,Fort Valley,26.57,CARGEO,3
23155,0,0,Fort Valley,23.65,CARGEO,3
23159,0,0,Fort Valley,18.86,CARGEO,3
23159,5,30,Fort Valley,23.04,CARGEO,3
23159,5,35,Fort Valley,24.93,CARGEO,3
23159,3,10,Fort Valley,19.65,CARGEO,3
23159,1,16,Fort Valley,27.66,CARGEO,3
23159,3,47,Fort Valley,28.66,CARGEO,3
23155,1,17,Fort Valley,48.59,CARGEO,3
23155,10,29,Fort Valley,114.27,CARGEO,3
23155,24,43,Fort Valley,86.42,CARGEO,3
23159,12,48,Fort Valley,57.02,CARGEO,3
23159,5,53,Fort Valley,97.08,CARGEO,3
30701,1,26,Reese Tank,1.62,CARGEO,3
30701,2,38,Reese Tank,2.38,CARGEO,3
30709,0,0,Reese Tank,0.87,CARGEO,3
30703,0,0,Reese Tank,1.38,CARGEO,3
30704,0,0,Reese Tank,2.71,CARGEO,3
30701,2,19,Reese Tank,14.19,CARGEO,3
30701,0,0,Reese Tank,10.05,CARGEO,3
30701,1,25,Reese Tank,9.88,CARGEO,3
30709,3,27,Reese Tank,4.31,CARGEO,3
30709,0,0,Reese Tank,3.37,CARGEO,3
30703,1,7,Reese Tank,5.55,CARGEO,3
30705,1,34,Reese Tank,3.18,CARGEO,3
30704,0,0,Reese Tank,4.89,CARGEO,3
30704,0,0,Reese Tank,7.38,CARGEO,3
30704,1,33,Reese Tank,11.95,CARGEO,3
30701,3,20,Reese Tank,29.38,CARGEO,3
30701,0,0,Reese Tank,13.37,CARGEO,3
30701,2,42,Reese Tank,14.81,CARGEO,3
30709,1,27,Reese Tank,23.89,CARGEO,3
30703,0,0,Reese Tank,15.55,CARGEO,3
30703,1,22,Reese Tank,13.6,CARGEO,3
30705,0,0,Reese Tank,9.74,CARGEO,3
2004-10,2,31,Reese Tank,11.51,CARGEO,3
2004-10,0,0,Reese Tank,16.08,CARGEO,3
30704,3,30,Reese Tank,15.31,CARGEO,3
30701,0,0,Reese Tank,42.92,CARGEO,3
30709,4,32,Reese Tank,35.01,CARGEO,3
30709,3,37,Reese Tank,13.78,CARGEO,3
30703,5,37,Reese Tank,44.24,CARGEO,3
30705,3,35,Reese Tank,64.53,CARGEO,3
30705,3,40,Reese Tank,22.8,CARGEO,3
30705,0,0,Reese Tank,33.89,CARGEO,3
30704,3,34,Reese Tank,26.74,CARGEO,3
30704,5,54,Reese Tank,42.02,CARGEO,3
30704,7,29,Reese Tank,25.17,CARGEO,3
20048,26,42,Reese Tank,208.29,CARGEO,3
20048,2,37,Reese Tank,120.9,CARGEO,3
30706,11,34,Reese Tank,180.4,CARGEO,3
30706,7,30,Reese Tank,81.38,CARGEO,3
30709,0,0,Reese Tank,34.1,CARGEO,3
30730,8,63,Rogers Lake,18.63593,CARGEO,3
30721,0,0,Rogers Lake,0.56,CARGEO,3
30721,0,0,Rogers Lake,2.15,CARGEO,3
30725,1,36,Rogers Lake,3.68,CARGEO,3
26369,0,0,Rogers Lake,0.46,CARGEO,3
30730,10,50,Rogers Lake,43.52467,CARGEO,3
30721,0,0,Rogers Lake,11.32,CARGEO,3
26369,0,0,Rogers Lake,14.4,CARGEO,3
30730,1,40,Rogers Lake,6,CARGEO,3
30730,1,25,Rogers Lake,3.06,CARGEO,3
30730,0,0,Rogers Lake,4.47,CARGEO,3
30730,2,27,Rogers Lake,7.76,CARGEO,3
30730,1,40,Rogers Lake,6.5,CARGEO,3
30730,1,61,Rogers Lake,6.09,CARGEO,3
30730,1,50,Rogers Lake,3.41,CARGEO,3
30730,12,53,Rogers Lake,78.76578,CARGEO,3
30730,10,40,Rogers Lake,67.0705,CARGEO,3
30723,0,0,Rogers Lake,17.16,CARGEO,3
26369,0,0,Rogers Lake,19.8,CARGEO,3
30730,3,32,Rogers Lake,21.41,CARGEO,3
30730,1,24,Rogers Lake,14.68,CARGEO,3
30730,5,36,Rogers Lake,13.17,CARGEO,3
30730,3,25,Rogers Lake,6.21,CARGEO,3
30730,3,22,Rogers Lake,14.89,CARGEO,3
30730,4,34,Rogers Lake,11,CARGEO,3
30730,10,56,Rogers Lake,100.5542,CARGEO,3
30721,17,49,Rogers Lake,53.79,CARGEO,3
30721,0,0,Rogers Lake,29.48,CARGEO,3
30730,19,43,Rogers Lake,68.99,CARGEO,3
30730,8,34,Rogers Lake,52.56,CARGEO,3
30730,7,38,Rogers Lake,39.79,CARGEO,3
30730,0,0,Rogers Lake,40.87,CARGEO,3
30730,5,32,Rogers Lake,47.44,CARGEO,3
30730,9,49,Rogers Lake,37.93,CARGEO,3
30730,6,50,Rogers Lake,52.16,CARGEO,3
30723,14,49,Rogers Lake,194.13,CARGEO,3
30725,0,0,Rogers Lake,199.06,CARGEO,3
30730,30,46,Rogers Lake,131.82,CARGEO,3
30730,35,45,Rogers Lake,120.33,CARGEO,3
30730,26,50,Rogers Lake,150.04,CARGEO,3
101,0,0,Government Knolls,2.75,CARGEO,3
101,2,52,Government Knolls,2.57,CARGEO,3
101,0,0,Government Knolls,3.04,CARGEO,3
106,0,0,Government Knolls,1.08,CARGEO,3
103,0,0,Government Knolls,1.86,CARGEO,3
104,6,24,Government Knolls,34.77448,CARGEO,3
104,2,24,Government Knolls,17.09284,CARGEO,3
104,5,33,Government Knolls,17.02683,CARGEO,3
104,7,40,Government Knolls,29.14986,CARGEO,3
101,0,0,Government Knolls,4.94,CARGEO,3
101,2,32,Government Knolls,6.95,CARGEO,3
101,3,24,Government Knolls,9.58,CARGEO,3
106,4,30,Government Knolls,5.09,CARGEO,3
106,1,20,Government Knolls,14.48,CARGEO,3
103,1,15,Government Knolls,9.48,CARGEO,3
101,9,42,Government Knolls,27.71,CARGEO,3
101,4,39,Government Knolls,18.09,CARGEO,3
101,12,39,Government Knolls,18.14,CARGEO,3
101,3,45,Government Knolls,20.06,CARGEO,3
106,6,32,Government Knolls,17.37,CARGEO,3
106,3,25,Government Knolls,11.09,CARGEO,3
106,10,28,Government Knolls,15.26,CARGEO,3
103,2,12,Government Knolls,15.15,CARGEO,3
103,2,19,Government Knolls,18.5,CARGEO,3
102,4,32,Government Knolls,17.06,CARGEO,3
104,9,31,Government Knolls,90.60508,CARGEO,3
101,5,51,Government Knolls,26.77,CARGEO,3
106,4,23,Government Knolls,46.39,CARGEO,3
106,4,30,Government Knolls,21.24,CARGEO,3
106,12,42,Government Knolls,25.38,CARGEO,3
106,11,44,Government Knolls,42.64,CARGEO,3
106,3,31,Government Knolls,37.55,CARGEO,3
103,6,36,Government Knolls,22.91,CARGEO,3
103,5,43,Government Knolls,21.88,CARGEO,3
102,3,27,Government Knolls,39.33,CARGEO,3
101,37,42,Government Knolls,97.17,CARGEO,3
101,11,26,Government Knolls,53.16,CARGEO,3
106,26,40,Government Knolls,83.41,CARGEO,3
102,13,35,Government Knolls,41.14,CARGEO,3
102,12,26,Government Knolls,73.91,CARGEO,3
110,0,0,Kendrick Panel,0.44498,CARGEO,3
110,1,10,Kendrick Panel,3.246566,CARGEO,3
109,2,27,Kendrick Panel,3.71,CARGEO,3
109,1,40,Kendrick Panel,2.98,CARGEO,3
109,0,0,Kendrick Panel,4.24,CARGEO,3
110,9,36,Kendrick Panel,18.21128,CARGEO,3
109,3,32,Kendrick Panel,10.28,CARGEO,3
109,0,0,Kendrick Panel,6.52,CARGEO,3
109,1,44,Kendrick Panel,10.27,CARGEO,3
109,1,46,Kendrick Panel,10.73,CARGEO,3
109,3,19,Kendrick Panel,6.38,CARGEO,3
109,0,0,Kendrick Panel,5.8,CARGEO,3
108,0,0,Kendrick Panel,8.27,CARGEO,3
108,0,0,Kendrick Panel,8.82,CARGEO,3
108,1,27,Kendrick Panel,4.28,CARGEO,3
110,5,42,Kendrick Panel,50.35437,CARGEO,3
110,11,36,Kendrick Panel,41.34464,CARGEO,3
110,10,51,Kendrick Panel,43.92865,CARGEO,3
109,10,30,Kendrick Panel,20.08,CARGEO,3
109,2,29,Kendrick Panel,17.1,CARGEO,3
109,1,39,Kendrick Panel,13.92,CARGEO,3
109,2,36,Kendrick Panel,28.19,CARGEO,3
109,2,21,Kendrick Panel,16.8,CARGEO,3
108,3,25,Kendrick Panel,24.4,CARGEO,3
108,0,0,Kendrick Panel,20.99,CARGEO,3
110,2,37,Kendrick Panel,62.38999,CARGEO,3
109,0,0,Kendrick Panel,50.08,CARGEO,3
109,7,39,Kendrick Panel,40.63,CARGEO,3
109,4,15,Kendrick Panel,45.49,CARGEO,3
109,1,40,Kendrick Panel,30.64,CARGEO,3
109,5,42,Kendrick Panel,35.42,CARGEO,3
108,1,33,Kendrick Panel,33.67,CARGEO,3
108,5,31,Kendrick Panel,28.58,CARGEO,3
108,1,26,Kendrick Panel,20.98,CARGEO,3
108,7,42,Kendrick Panel,30.75,CARGEO,3
109,1,120,Kendrick Panel,72.6,CARGEO,3
109,9,38,Kendrick Panel,50.32,CARGEO,3
109,6,22,Kendrick Panel,57.53,CARGEO,3
108,14,26,Kendrick Panel,116.11,CARGEO,3
108,10,48,Kendrick Panel,91.16,CARGEO,3
120,0,0,SI Panel,1.71,CARGEO,3
120,0,0,SI Panel,1.54,CARGEO,3
120,0,0,SI Panel,4.61,CARGEO,3
115,0,0,SI Panel,0.98,CARGEO,3
121,0,0,SI Panel,1.13,CARGEO,3
115,22,37,SI Panel,28.53772,CARGEO,3
120,0,0,SI Panel,12.74,CARGEO,3
120,0,0,SI Panel,9.16,CARGEO,3
120,0,0,SI Panel,9.29,CARGEO,3
115,0,0,SI Panel,2.25,CARGEO,3
115,0,0,SI Panel,7.72,CARGEO,3
115,3,34,SI Panel,6.22,CARGEO,3
115,1,39,SI Panel,7.43,CARGEO,3
121,0,0,SI Panel,9.02,CARGEO,3
121,0,0,SI Panel,6.31,CARGEO,3
115,12,50,SI Panel,45.31497,CARGEO,3
115,16,65,SI Panel,41.17932,CARGEO,3
115,11,53,SI Panel,48.10176,CARGEO,3
120,0,0,SI Panel,26.12,CARGEO,3
115,8,34,SI Panel,19.38,CARGEO,3
115,3,37,SI Panel,17.68,CARGEO,3
115,0,0,SI Panel,21.16,CARGEO,3
115,0,0,SI Panel,17.6,CARGEO,3
121,2,55,SI Panel,23.7,CARGEO,3
121,1,75,SI Panel,15.95,CARGEO,3
115,41,45,SI Panel,178.2586,CARGEO,3
120,2,19,SI Panel,25.67,CARGEO,3
120,0,0,SI Panel,35.47,CARGEO,3
120,0,0,SI Panel,29.06,CARGEO,3
115,4,32,SI Panel,33.69,CARGEO,3
115,4,40,SI Panel,23.54,CARGEO,3
115,4,39,SI Panel,34.69,CARGEO,3
115,6,42,SI Panel,28.1,CARGEO,3
121,4,25,SI Panel,22.32,CARGEO,3
121,2,30,SI Panel,20.33,CARGEO,3
115,0,0,SI Panel,70.34,CARGEO,3
115,0,0,SI Panel,45.99,CARGEO,3
121,1,67,SI Panel,127.01,CARGEO,3
121,5,21,SI Panel,138.29,CARGEO,3
121,9,24,SI Panel,76.43,CARGEO,3
29004,0,0,Nordic Center,1.69,CARGEO,3
29004,0,0,Nordic Center,3.19,CARGEO,3
